Key,Type,Desc,Chinese,English
11853,Text,,首胜,null
11854,Text,,捕获成功率： 40%,null
11855,Text,,增加成功率,null
11856,Text,,捕获,null
11857,Text,,"提示:点击使用对应道具,可以增加对应抓铺成功率!",null
11858,Text,,坐骑,null
11859,Text,,第一天,null
11860,Text,,单笔充值0元,null
11861,Text,,传说大礼包,null
11862,Text,,每个账号每日限定(0/1),null
11863,Text,,30级,null
11864,Text,,可领取,null
11865,Text,,战场初级士兵,null
11866,Text,,100金币,null
11867,Text,,召唤怪物,null
11868,Text,,免费:0分0秒,null
11869,Text,,登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次登陆游戏1次,null
11870,Text,,活跃度 +5,null
11871,Text,,已完成,null
11872,Text,,显示,null
11873,Text,,洛兰深处,null
11874,Text,,挑战等级:10级,null
11875,Text,,消耗体力：5,null
11876,Text,,开始冒险,null
11877,Text,,玩家名字七八个字,null
11878,Text,,哈哈哈<U>HAHAH </U>,null
11879,Text,,等级：,null
11880,Text,,哈哈哈<U>HAHAH </U>1111111111,null
11881,Text,,大王巡逻兵,null
11882,Text,,进度：10/10,null
11883,Text,,消灭100只小树妖,null
11884,Text,,小树妖:挑战,null
11885,Text,,随机获得,null
11886,Text,,洗练次数达到11111次,null
11887,Text,,登陆游戏1次,null
11888,Text,,职业:战士/法师,null
11889,Text,,玩家名字七个字,null
11890,Text,,点击创建新角色,null
11891,Text,,99级,null
11892,Text,,1000金币,null
11893,Text,,家园危机,null
11894,Text,,点击进入,null
11895,Text,,{1}级解锁,null
11896,Text,,刷新时间：0时0分,null
11897,Text,,已装备,null
11898,Text,,时装名称字符,null
11899,Text,,玩家名字家名字,null
11900,Text,,职业:,null
11901,Text,,玩家等级:1级,null
11902,Text,,最近上线时间: 2022/2/22,null
11903,Text,,移除,null
11904,Text,,职业:战士,null
11905,Text,,私聊,null
11906,Text,,删除,null
11907,Text,,品尝50次开启,null
11908,Text,,攻击+50点,null
11909,Text,,美味大师,null
11910,Text,,剩余 1/30,null
11911,Text,,家园99级开启,null
11912,Text,,成长周期,null
11913,Text,,购买资金,null
11914,Text,,养,null
11915,Text,,人口：3,null
11916,Text,,家园等级0级开启,null
11917,Text,,停止散步,null
11918,Text,,宠物散步,null
11919,Text,,等级：0,null
11920,Text,,已经获得经验,null
11921,Text,,已经散步：0分,null
11922,Text,,寻找宠物,null
11923,Text,,经验产出,null
11924,Text,,10级家园开启,null
11925,Text,,制作配方提示,null
11926,Text,,资金：0,null
11927,Text,,访问,null
11928,Text,,清理,null
11929,Text,,活动奖励,null
11930,Text,,哈哈哈<U>H11111111111111111111111111111,null
11931,Text,,技巧值:0,null
11932,Text,,学习等级:10级,null
11933,Text,,神秘商人,null
11934,Text,,道具的名称,null
11935,Text,,一级紫宝石,null
11936,Text,,上架时间,null
11937,Text,,近期价格上涨,null
11938,Text,,圣光之刃,null
11939,Text,,迅捷之击,null
11940,Text,,5级激活,null
11941,Text,,取回宠物,null
11942,Text,,开启栏位,null
11943,Text,,评分： 10000,null
11944,Text,,放入仓库,null
11945,Text,,建议宠物等级达到1级,null
11946,Text,,锁,null
11947,Text,,攻击之力,null
11948,Text,,抽卡次数达到11111次,null
11949,Text,,高级宠物蛋,null
11950,Text,,数量:1,null
11951,Text,,点击放入,null
11952,Text,,已上阵,null
11953,Text,,品质:优秀,null
11954,Text,,10级开启\n,null
11955,Text,,新的宠物栏,null
11956,Text,,等级：11,null
11957,Text,,魔力：90,null
11958,Text,,第1关,null
11959,Text,,挑战次数达到5次,null
11960,Text,,完成进度:,null
11961,Text,,180秒,null
11962,Text,,评分,null
11963,Text,,开启守护,null
11964,Text,,已开启守护,null
11965,Text,,查看宠物,null
11966,Text,,无,null
11967,Text,,击败敌方0人,null
11968,Text,,击败敌方10人,null
11969,Text,,赠送 0,null
11970,Text,,道具名字,null
11971,Text,,一级洗练家激活,null
11972,Text,,第1名奖励,null
11973,Text,,我的任务,null
11974,Text,,击败5个任意怪物,null
11975,Text,,进度:5/5,null
11976,Text,,捐献次数达到,null
11977,Text,,10次,null
11978,Text,,赛季晶核,null
11979,Text,,任务名字,null
11980,Text,,玩家的名字名字,null
11981,Text,,20层,null
11982,Text,,2小时2分2秒,null
11983,Text,,0级,null
11984,Text,,魔龙1区,null
11985,Text,,显示称号,null
11986,Text,,攻击： 1,null
11987,Text,,来自比武大会,null
11988,Text,,武林新丁,null
11989,Text,,已显示,null
11990,Text,,20级以后学习,null
11991,Text,,裂波击,null
11992,Text,,7级天赋,null
11993,Text,,熔岩爆裂,null
11994,Text,,xx副本,null
11995,Text,,收集树皮,null
11996,Text,,测试名称(人机),null
11997,Text,,战力99999,null
11998,Text,,大魔导师,null
11999,Text,,提示: 使用人机角色不会有爆率加成哦,null
12000,Text,,沼泽副本(协助模式),null
12001,Text,,进入条件：10级,null
12002,Text,,推荐等级：30-49,null
12003,Text,,协助模式,null
12004,Text,,滑动列表项,null
12005,Text,,1级伤害副本,null
12006,Text,,生命：100000,null
12007,Text,,名称名称名称名称,null
12008,Text,,魔法师,null
12009,Text,,等级：1/5,null
12010,Text,,家族名称族名称,null
12011,Text,,会长名字,null
12012,Text,,名称名称名称,null
12013,Text,,离线10000天10小时,null
12014,Text,,订单品质,null
12015,Text,,玩家通过任务增加了5点家族经验,null
12016,Text,,剩余:10,null
12017,Text,,投资500,null
12018,Text,,投资金币,null
12019,Text,,进度：,null
12020,Text,,隐藏词条：5,null
12021,Text,,空,null
12022,Text,,攻击：1-1 （+10）,null
12023,Text,,剩余数量,null
12024,Text,,领取人数已满,null
12025,Text,,等级达到30级,null
12026,Text,,稀有度:,null
12027,Text,,白色头盔,null
12028,Text,,吞噬,null
12029,Text,,我是一个提示框,null
12030,Text,,天,null
12031,Text,,时,null
12032,Text,,分,null
12033,Text,,{time / (24 * 60 * 60)}天,null
12034,Text,,{time / (60 * 60)}时,null
12035,Text,,{time / 60}分,null
12036,Text,,{time % 60}秒,null
12037,Text,,{Math.Ceiling(time * 1f/ (60 * 60))}时,null
12038,Text,,重复设置了Parent: {this.GetType().FullName} parent: {this.parent.GetType().FullName},null
12039,Text,,文件移动成功:,null
12040,Text,,文件移动失败: ,null
12041,Text,,源文件夹 {sourceFolder} 不存在。,null
12042,Text,,父目录不能拷贝到子目录！,null
12043,Text,,n 必须是正整数。,null
12044,Text,,输入的整数必须是非负的。,null
12045,Text,,"recv packet size error, 可能是外网探测端口: {this.packetSize}",null
12046,Text,,"TChannel已经被Dispose, 不能发送消息",null
12047,Text,,CMD管理员中输入: netsh http add urlacl url=http://*:8080/ user=Everyone   {prefixs.ToList().ListToString()},null
12048,Text,,"忽略编译配置的原文件不存在, 请检查项目文件完整性:{srcFilePath}",null
12049,Text,,文件名.keystore,null
12050,Text,,自己取的别名,null
12051,Text,,目录文件导入成功！！,null
12052,Text,,梦境,null
12053,Text,,梦境抖音,null
12054,Text,,梦境渠道母包,null
12055,Text,,I2Localization 配置导入,null
12056,Text,,I2Localization 配置导出,null
12057,Text,,没有找到多语言编辑器下的源数据 请检查 {I2LocalizeHelper.I2GlobalSourcesEditorPath},null
12058,Text,,导入全数据时发生错误 请检查 {sError} {path},null
12059,Text,,导入全数据时发生错误 请检查 {path},null
12060,Text,,导入全数据完成 {path},null
12061,Text,,导出全数据时发生错误 请检查,null
12062,Text,,多语言 全数据 {UII2SourceResName} 导出CSV成功 {path},null
12063,Text,,导出指定数据时发生错误 {languages.Name} 请检查 ,null
12064,Text,,多语言 指定数据 {languages.Name} 导出CSV成功 {targetPath},null
12065,Text,,导出全数据完成 {path},null
12066,Text,,请选择AnimatorController,null
12067,Text,,请输入生成Asset的名字,null
12068,Text,,请输入正确的文件路径,null
12069,Text,,Custom/修改Tag 子对象的Tag同步为父对象,null
12070,Text,,Custom/清除Tag 场景的NavMesh会清除,null
12071,Text,,查找完成！！,null
12072,Text,,Custom/生成连接坡体 距离最近的边,null
12073,Text,,必须选择两个Cube,null
12074,Text,,Cube有旋转 ,null
12075,Text,,Custom/生成连接坡体 相对方向需要和朝向一致,null
12076,Text,,Y方向有旋转 无法生成！,null
12077,Text,,X方向有旋转 无法生成！,null
12078,Text,,Z方向有旋转 无法生成！,null
12079,Text,,生成完毕！！,null
12080,Text,,Custom/生成坐标点XZ到文件,null
12081,Text,,生成坐标点成功！生成:,null
12082,Text,,个,null
12083,Text,,Custom/获取怪物ID和坐标,null
12084,Text,,导出坐标点成功！生成:,null
12085,Text,,Custom/修改关卡路径点方向,null
12086,Text,,Custom/移除所有子对象刚体和音效组件,null
12087,Text,,Custom/获取坐标点和缩放,null
12088,Text,,导出坐标点成功！,null
12089,Text,,Custom/拷贝GameObjectPath,null
12090,Text,,Custom/获取喜从天降所有格子的坐标点,null
12091,Text,,Tools/拷贝并修改寻路数据为.bytes[客户端],null
12092,Text,,检测开始,null
12093,Text,,检测结束,null
12094,Text,,选中文件夹,null
12095,Text,,选择文件夹操作无效,null
12096,Text,,Tools/Shader同名查找,null
12097,Text,,<color=green>没有找到同名Shader.</color>,null
12098,Text,,<color=orange>找到{duplicates.Count}个同名Shader name(s):</color>\n,null
12099,Text,,Tools/查找贴图引用,null
12100,Text,,查找贴图引用,null
12101,Text,,选择贴图,null
12102,Text,,目标贴图,null
12103,Text,,查找,null
12104,Text,,错误,null
12105,Text,,请先选择贴图,null
12106,Text,,正在检查场景：{sceneName},null
12107,Text,,场景: <color=yellow>{sceneName}</color> | ,null
12108,Text,,物体路径: <color=cyan>{fullPath}</color> | ,null
12109,Text,,材质: <color=magenta>{material.name}</color> | ,null
12110,Text,,纹理属性: <color=orange>{textureName}</color>,null
12111,Text,,<color=lime>场景 <b>{sceneName}</b> 中找到 <b>{sceneFoundCount}</b> 处引用。</color>,null
12112,Text,,Tools/多语言工具/_提示:Edit运行，读取I2Languages.asset；真机运行，读取资源包中I2_XXX.csv,null
12113,Text,,Tools/多语言工具/1.从UI和脚本中提取出中文到I2_AllSource.csv,null
12114,Text,,Tools/多语言工具/2.从I2_AllSource.csv导入配置到I2Languages.asset,null
12115,Text,,Tools/多语言工具/3.从I2Languages.asset导出配置到I2_AllSource.csv和资源包中,null
12116,Text,,Tools/多语言工具/3.给UI挂上多语言组件,null
12117,Text,,Tools/修改所有图标扩展名为.png,null
12118,Text,,Tools/场景预制体分组,null
12119,Text,,场景预制体分组,null
12120,Text,,处理所有场景 ({ScenesRoot}),null
12121,Text,,选择单个场景:,null
12122,Text,,浏览,null
12123,Text,,选择场景,null
12124,Text,,开始处理,null
12125,Text,,请先选择场景文件,null
12126,Text,,分组预制体,null
12127,Text,,处理场景 ({i + 1}/{count}): {Path.GetFileName(scenePaths[i])},null
12128,Text,,完成,null
12129,Text,,共处理 {count} 个场景。,null
12130,Text,,移动实例: {inst.name} → {groupName},null
12131,Text,,Tools/检测场景 包含AdditiveHide节点,null
12132,Text,,场景检查开始！,null
12133,Text,,无法加载场景: {scenePath},null
12134,Text,,场景 '{sceneAsset.name}' 包含 'AdditiveHide' 物体，路径为: {objectPath},null
12135,Text,,场景 '{sceneAsset.name}' 中不存在 'AdditiveHide' 物体.,null
12136,Text,,所有场景检查完成！,null
12137,Text,,Tools/检测场景 1.移除丢失预制件的节点 2.移除脚本引用丢失的脚本组,null
12138,Text,,检测到丢失预制件，移除: {objectPath},null
12139,Text,,检测到丢失的脚本引用，移除: {objectPath},null
12140,Text,,Tools/检测场景 缩放为负数的修改为对应的正值,null
12141,Text,,Tools/检测场景顶点数【全部】,null
12142,Text,,Assets/检测场景顶点数.txt,null
12143,Text,,统计场景顶点数:  vertexCount: {meshFilter.sharedMesh.vertexCount}   {renderer.gameObject.name},null
12144,Text,,统计场景顶点数:  vertexCount: {skinnedMeshRenderer.sharedMesh.vertexCount}  {renderer.gameObject.name},null
12145,Text,,统计场景顶点数:  {VARIABLE.Value2}  数量:{VARIABLE.KeyId}  顶点：{VARIABLE.Value}   总顶点数：{VARIABLE.KeyId * int.Parse(VARIABLE.Value)},null
12146,Text,,顶点统计,null
12147,Text,,场景顶点总数: {totalVertices},null
12148,Text,,查找结束！ 文件保存在 {outputPath},null
12149,Text,,Tools/检测场景顶点数【单个】,null
12150,Text,,Assets/检测场景顶点数单个场景.txt,null
12151,Text,,Custom/获取全部Shader路径,null
12152,Text,,移动shader：{prefabpath}   ====>   {destinationFile},null
12153,Text,,ET/NavMesh/导出场景生成配置文件,null
12154,Text,,AdditiveHide/{rootname}节点不存在,null
12155,Text,,{gameObject.name}:  找不到Prefab资源！,null
12156,Text,,{gameObject.name}:  未处理，可能是嵌套Prefab,null
12157,Text,,场景过于简单！！！,null
12158,Text,,{gameObject.name}:  含有特殊字符！,null
12159,Text,,{gameObject.name}:  不是Prefab,null
12160,Text,,ET/NavMesh/导入场景修改后要导出,null
12161,Text,,该场景没有生成二进制文件！！,null
12162,Text,,该场景没有AdditiveHide节点！！,null
12163,Text,,以下场景有引用： {itemPath} ,null
12164,Text,,以下文件有引用： {itemPath} ,null
12165,Text,,Tools/单个场景资源引用到的shader,null
12166,Text,,未选择任何场景。,null
12167,Text,,只能在项目的 Assets 目录下选择场景。,null
12168,Text,,Tools/单个场景资源整理[全部移动],null
12169,Text,,选中的文件不是有效的场景 (.unity)。,null
12170,Text,,移动失败: {assetPath} -> {destPath}\n{error},null
12171,Text,,已将场景 '{sceneName}' 的 {movedCount} 个资源移动到 '{targetFolder}'。,null
12172,Text,,Tools/场景资源整理[公用不移动],null
12173,Text,,场景资源整理工具,null
12174,Text,,处理模式:,null
12175,Text,,处理所有场景,null
12176,Text,,资源整理完成!\n处理资源总数: {totalProcessed}\n移动独立资源: {movedCount},null
12177,Text,,分析全局引用,null
12178,Text,,扫描场景 ({i+1}/{count}): {Path.GetFileName(scenePath)},null
12179,Text,,[SceneResourceOrganizer] 移动失败: {error},null
12180,Text,,Assets/场景中引用的贴图.txt,null
12181,Text,,Tools/检测场景中引用的贴图【单个】,null
12182,Text,,查找开始！,null
12183,Text,,Assets/场景中引用的贴图单个场景.txt,null
12184,Text,,"引用：{totalSceneRefs,-10} ",null
12185,Text,,Tools/检测场景中引用的贴图【全部】,null
12186,Text,,   没有引用的贴图.,null
12187,Text,,"  大小：{sizeFormatted,-10} ",null
12188,Text,,"尺寸：{dimensions,-12} ",null
12189,Text,,"引用：{sceneRefCount,-3} ",null
12190,Text,,"场景：{totalSceneRefs,-3} ",null
12191,Text,,Tools/Shader替换,null
12192,Text,,Shader替换,null
12193,Text,,替换,null
12194,Text,,请选择Shader,null
12195,Text,,Shader替换完成,null
12196,Text,,Tools/检测UI引用,null
12197,Text,,检测完毕,null
12198,Text,,GameObject/SpawnEUICode-UI组件自动生成(为Button自动注册方法),null
12199,Text,,Assets/EUITool/所有UI组件自动生成(为文件夹或Prefab中的所有Button自动注册方法),null
12200,Text,,NavMeshExporter ExportScene Error - 场景里没有需要被导出的物体，请先用NavMesh进行Bake。,null
12201,Text,,NavMeshExporter Collect Error - 所有需要被NavMesh导出的物体的Tag必须是：[{NAVMESH_TAG}]，目前的项目里没有这个Tag。,null
12202,Text,,NavMeshExporter Collect Error - 场景里没有需要被导出的物体，需要被导出的物体，它们的Tag必须是：[{NAVMESH_TAG}]。,null
12203,Text,,NavMeshExporter MeshToString Error - 没有找到材质,null
12204,Text,,NavMeshExporter MeshToString Error - 共享材质数量小于该物体的子物体数量 - {mats.Length} / {countMat},null
12205,Text,,Recast：从{file}复制obj文件到{dest}成功,null
12206,Text,,添加引用,null
12207,Text,,全部删除,null
12208,Text,,删除空引用,null
12209,Text,,排序,null
12210,Text,,起服模式：,null
12211,Text,,{rebuild.transform.name}引起{rebuild.transform.GetComponent<Graphic>().canvas.name}网格重建,null
12212,Text,,{element.transform.name}引起{element.transform.GetComponent<Graphic>().canvas.name}网格重建,null
12213,Text,,帧数: ,null
12214,Text,,平均帧数: {0} ,null
12215,Text,,帧数: {0},null
12216,Text,,总时间:,null
12217,Text,,透明显示:,null
12218,Text,,停留时间:,null
12219,Text,,透明消失:,null
12220,Text,,透明显示取消...,null
12221,Text,,点击取消!,null
12222,Text,,nstring 操作必须在一个nstring_block块中。,null
12223,Text,,zstring 操作必须在一个zstring_block块中。,null
12224,Text,,没有发现大括号{ for argument ,null
12225,Text,,没有发现大括号} for argument ,null
12226,Text,,两个字符串参数长度不一致。,null
12227,Text,,服务器维护中！,null
12228,Text,,命令行格式错误! {error},null
12229,Text,,成功获取 URP Asset: ,null
12230,Text,,当前未使用 URP 或未分配 URP Asset！,null
12231,Text,,当前质量级别的 URP Asset: ,null
12232,Text,,当前质量级别未分配 URP Asset！,null
12233,Text,,Renderer 名称: {universalData.name},null
12234,Text,,反射获取 m_RendererDataList 失败,null
12235,Text,,资源更新 !,null
12236,Text,,初始化资源包失败 !,null
12237,Text,,"发现需要更新的资源, 资源数量 {msg.TotalCount} 资源大小 {totalSizeMB}兆",null
12238,Text,,{msg.CurrentDownloadCount}/{msg.TotalDownloadCount} {currentSizeMB}兆/{totalSizeMB}兆,null
12239,Text,,"更新版本失败, 请检查网络状态.",null
12240,Text,,"更新资源清单失败, 请检查网络状态.",null
12241,Text,,下载资源失败 : {msg.FileName},null
12242,Text,,----------开始生成Dlg{uiName} 相关代码 ----------,null
12243,Text,,生成Dlg{uiName} 完毕!!!,null
12244,Text,,-------- 开始生成子UI: {uiName} 相关代码 -------------,null
12245,Text,,生成子UI: {uiName} 完毕!!!,null
12246,Text,,-------- 开始生成滚动列表项: {uiName} 相关代码 -------------,null
12247,Text,, 开始生成滚动列表项: {uiName} 完毕！！！,null
12248,Text,,"选择的预设物不属于 Dlg, 子UI，滚动列表项，请检查 {uiName}！！！！！！",null
12249,Text,,{folderPath} 中不存在 {csName} ！！！！！！,null
12250,Text,,            注意item的初始化放在Awake无效中，请放在刷新的方法中！！！,null
12251,Text,,生成 {gameObject.name} 错误,null
12252,Text,,已存在 ,null
12253,Text,,"System.cs,将不会再次生成。",null
12254,Text,, 当前不存在WindowId.cs!!!,null
12255,Text,,".cs,将不会再次生成。",null
12256,Text,,公共UI找不到所属的Prefab! {pair.Key},null
12257,Text,,"遇到子UI：{child.name},不生成子UI项代码",null
12258,Text,,寻路| Find 失败 pathfinding ptr is zero,null
12259,Text,,"RecastFindNearestPoint fail, 可能是位置配置有问题: sceneName:{self.DomainScene().Name} {pos} {self.Name} {self.GetParent<Unit>().Id} {self.GetParent<Unit>().ConfigId} {self.EndPos.ArrayToString()}",null
12260,Text,,动作播放失败: {self.MotionType},null
12261,Text,,找不到该动作: {motionType},null
12262,Text,,"motionSpeed数值异常, {motionSpeed}, 此动作跳过",null
12263,Text,,清理未使用的缓存文件！,null
12264,Text,,创建补丁下载器！,null
12265,Text,,开始下载补丁文件！,null
12266,Text,,初始化资源包！,null
12267,Text,,更新资源清单！,null
12268,Text,,获取最新的资源版本 !,null
12269,Text,,"Rpc error: request, 注意Actor消息超时，请注意查看是否死锁或者没有reply: actorId: {self.ActorId} {self.RequestType.FullName}, response: {response}",null
12270,Text,,"develop mode, 0正式 1开发 2压测",null
12271,Text,,"Rpc error: request, 注意Actor消息超时，请注意查看是否死锁或者没有reply: {request}, response: {response}",null
12272,Text,,response.Error == ErrorCode.ERR_SessionDisconnect.[网络已断开，但是没重连！！！！],null
12273,Text,,无法进入游戏: {errstr},null
12274,Text,,获取RealmKey失败！,null
12275,Text,,进入游戏失败：{netClient2MainLoginGame.Error},null
12276,Text,,LoginGameAsync..重连成功！！,null
12277,Text,,进入游戏成功！！！,null
12278,Text,,登陆gate失败！！!  {g2CLoginGameGate.Error},null
12279,Text,,登陆gate成功!,null
12280,Text,,登陆Map失败！！!  {g2CEnterGame.Error},null
12281,Text,,次数不足！,null
12282,Text,,不在活动时间内！,null
12283,Text,,恭喜你获得{itemConfig.ItemUsePar}经验!,null
12284,Text,,恭喜你学习 {ItemConfigCategory.Instance.Get(equipMake.MakeItemID).ItemName}!,null
12285,Text,,恭喜你获得{response.OperatePar}经验!,null
12286,Text,,已佩戴该装备！,null
12287,Text,,请到装备界面穿戴宝石！,null
12288,Text,,背包已经满,null
12289,Text,,金币不足,null
12290,Text,,钻石不足,null
12291,Text,,道具不足,null
12292,Text,,制作失败!,null
12293,Text,,恭喜你领悟到新的制作技能 {itemConfig.ItemName},null
12294,Text,,获得 {itemConfig.ItemName} {addNum},null
12295,Text,,"防沉迷提示:当前可游玩时间结束,请安心休息吧！将立即退出游戏",null
12296,Text,,道具在宠物身上发生了作用！,null
12297,Text,,施法中断！,null
12298,Text,,技能消失？！,null
12299,Text,,怪物：{monsterConfig.Id} {monsterConfig.MonsterName}  释放技能: {skillcmd.SkillInfos[0].WeaponSkillID}  {skillConfig.SkillName} ,null
12300,Text,,SkillId {skillcmd.SkillInfos[i].WeaponSkillID} 中配置了无效的effectid {effctId},null
12301,Text,,激活成功！,null
12302,Text,,恭喜你!转职成功,null
12303,Text,,无效的任务ID {self.RoleTaskList[k].taskID},null
12304,Text,,无效的任务ID {taskid[i]},null
12305,Text,,已申请加入队伍！,null
12306,Text,,副本中不能离开队伍,null
12307,Text,,副本中不能踢人,null
12308,Text,,二次登陆逻辑，补全G2M_SecondLogin消息处理逻辑,null
12309,Text,,FiberInit_Robot.Error  应该销毁！,null
12310,Text,,{tip} 后才能加入家族！,null
12311,Text,,"重置后自身学习的生活技能将全部遗忘,请谨慎选择!",null
12312,Text,,{0}级才能购买！,null
12313,Text,,背包已满！,null
12314,Text,,{0} 下次领取时间:{1}月{2}日 {3},null
12315,Text,,等级不足！,null
12316,Text,,已领完全部奖励！,null
12317,Text,,当日奖励已领取！,null
12318,Text,,已结束,null
12319,Text,,金币不足！,null
12320,Text,,当天奖励已领取！,null
12321,Text,,冒险家积分不足！,null
12322,Text,,当前奖励已领取！,null
12323,Text,,已达到最大领取上限！,null
12324,Text,,道具不足！,null
12325,Text,,移除机器人:   {infos.Value2}    {TimeInfo.Instance.ToDateTime(TimeHelper.ServerNow())},null
12326,Text,,移除机器人已移除！！:  {infos.Value.Value2}   {TimeInfo.Instance.ToDateTime(TimeHelper.ServerNow())},null
12327,Text,,神秘商品刷新: {self.Zone()},null
12328,Text,,刷新机器人！！,null
12329,Text,,发放竞猜奖励: {self.Zone()}  {guessIndex} {playerIds[i]},null
12330,Text,,竞猜奖励,null
12331,Text,,角斗场无敌Buff： ,null
12332,Text,,角斗场排名奖励,null
12333,Text,,"恭喜你在角斗场中获得第{players[i].RankId}名,获得如下奖励",null
12334,Text,,"参与角斗场,获得如下奖励",null
12335,Text,,BagComponent 不存在 itemEquipType == {itemEquipType} 空间,null
12336,Text,,误穿宝石！！  {itemConfig.ItemName},null
12337,Text,,机器人装备 bagInfo.Count == 0,null
12338,Text,,[获取金币]UserDataType.Gold  {unit.Id} {getType} {unit.GetComponent<UserInfoComponentS>().GetName()} {rewardItems[i].ItemNum},null
12339,Text,,[获取钻石]UserDataType.Diamond  {unit.Id} {getType} {unit.GetComponent<UserInfoComponentS>().GetName()} {rewardItems[i].ItemNum},null
12340,Text,,[增加疲劳] {unit.DomainZone()}  {unit.Id}   {getType}  {rewardItems[i].ItemNum},null
12341,Text,,[获取道具] {unit.Id} {getType} {itemID} {rewardItems[i].ItemNum},null
12342,Text,,[获取道具]leftNum >= 99  {unit.Id} {getType} {itemID} {rewardItems[i].ItemNum},null
12343,Text,,恭喜玩家 {name} 获得装备: <color=#{CommonHelp.QualityReturnColor(5)}>{itemCof.ItemName}</color>,null
12344,Text,,消耗道具: {unit.Id} {itemID} {itemNum},null
12345,Text,,消耗道具: {self.GetParent<Unit>().Id} {bagInfo.ItemID} {number},null
12346,Text,,战场奖励,null
12347,Text,,发送战场奖励: {self.Zone()} {winPlayers[i]},null
12348,Text,,战力排行buff: {rankId},null
12349,Text,,抽卡[道具为0]： {unit.Id} {droplist[i].ItemID},null
12350,Text,,抽卡： {unit.Id} {droplist.Count},null
12351,Text,,{unit.Zone()}区： ,null
12352,Text,,{  TimeHelper.DateTimeNow().ToString()}   登录,null
12353,Text,,{  TimeHelper.DateTimeNow().ToString()}   二次登录,null
12354,Text,,{  TimeHelper.DateTimeNow().ToString()}   离线,null
12355,Text,,{  TimeHelper.DateTimeNow().ToString()}  移除,null
12356,Text,,体力消耗异常: {self.Zone()}  {userInfoComponent.GetName()} {numericComponent.GetAsInt(NumericType.CostTiLi)},null
12357,Text,,清空赛季数据！:{unit.Id},null
12358,Text,,清空赛季数据！: {unit.Zone()}  {unit.Id}  {seasonopenTime} ,null
12359,Text,,赛季结束奖励,null
12360,Text,,初始化当前怪物血量:,null
12361,Text,,玩家 {unitName} 队伍{self.TeamId + 1} 占领了第{self.Position+1} {mineBattleConfig.Name},null
12362,Text,,机器人,null
12363,Text,,宠物ID重复：{unit.Id},null
12364,Text,,活动-世界领主: {monsterPosid[0]},null
12365,Text,,活动-宝藏之地: {monsterPosid[0]},null
12366,Text,,野外怪定时刷新bbbbbb:  {self.DomainZone()}区：   MonsterID：{monsterPosition.MonsterID} ,null
12367,Text,,野外怪定时刷新ccccc  {self.Zone()}  区：MonsterID： {monsterid} ,null
12368,Text,,野外怪定时刷新ddddd  {self.DomainZone()} 区： MonsterID： {monsterPosition.MonsterID} ,null
12369,Text,,野外定时怪[数量]：{self.DomainZone()} {self.RefreshMonsters.Count},null
12370,Text,,神器活动!<color=#B6FF00>{monsterConfig.MonsterName}</color>携带神器出现在地图<color=#FFA313>{,null
12371,Text,,"}</color>,想要挑战的玩家请在主城宝藏之地处进入!",null
12372,Text,,待移除缓存玩家: {self.Zone()} {self.WaitDeletUnit.Count},null
12373,Text,,长期离线，移除玩家11: {zone}  {self.WaitDeletUnit[i]},null
12374,Text,,胜利,null
12375,Text,,参与,null
12376,Text,,恶魔活动奖励,null
12377,Text,,恶魔活动{rewardTime}奖励,null
12378,Text,,测试邮件,null
12379,Text,,"{ ai = 1669902416, name = 唐春光, idNum = 429001198512282996 }",null
12380,Text,,生成随机怪错误： {mapComponent.SceneId} {i} {(int) randomMonsterList[kk].Value}  {position},null
12381,Text,,<color=#FDD376>{unit.GetComponent<UserInfoComponent>().UserInfo.Name}</color>拾取<color=#{colorValue}>{numShow}{itemConfig.ItemName}</color>,null
12382,Text,,{player.GetComponent<UserInfoComponent>().UserInfo.Name}:{points[p]}点,null
12383,Text,,变身大赛触发技能伤害： sceneType == SceneTypeEnum.RunRace  {skillconfig.Id},null
12384,Text,,无效的装备: {itemCof.Id},null
12385,Text,,赛季属性配置错误：{ex.ToString()} {seasonLevelConfig.PripertySet},null
12386,Text,,隐藏:,null
12387,Text,,生成藏宝图:  {unit.Id} {unit.GetComponent<UserInfoComponentS>().GetName()} {rewardList[0].ItemID},null
12388,Text,,"恭喜玩家<color=#B6FF00>{unit.GetComponent<UserInfoComponentS>().GetName()}</color>使用鉴定符鉴定装备时,一道金光装备出现<color=#FFA313>{randomNum}条极品属性</color>",null
12389,Text,,OnZeroClockUpdate [登录刷新]: {unit.Id},null
12390,Text,,OnZeroClockUpdate [数据初始化]: {unit.Id},null
12391,Text,,你拍卖行出售的道具:,null
12392,Text,,",已经被其他玩家购买",null
12393,Text,,个。,null
12394,Text,,拍卖行邮件,null
12395,Text,,全服补偿邮件,null
12396,Text,,充值OnPaySucess PlayerState.Game: {scene.Zone()}   {userId}  rechargeNumber:{rechargeNumber},null
12397,Text,,充值OnPaySucess PlayerState.None: {scene.Zone()}   {userId}  rechargeNumber:{rechargeNumber},null
12398,Text,,ServerItem 配置重复: ,null
12399,Text,,封测一区,null
12400,Text,,封测二区,null
12401,Text,,封测三区,null
12402,Text,,版号服,null
12403,Text,,日志文件不存在!,null
12404,Text,,{attackName}（人机）,null
12405,Text,,{defendName}（人机）,null
